Codice;Descrizione1;BarCode;IDFamiglia;Famiglia;IDGruppo;Gruppo;Esistenza;Scarto;EsistenzaNetta;Esercizio;Listino 1;Listino2;ListinoLM
000000000241291;VINO ROERO ARNEIS DOCG CL.75 ENRICO SERAFINO;8004160183308;14;VINO BIANCO;009;VINI;0,000;2;-2,000;2021;6,34500;6,98500;4,77000
000000000241314;MARZADRO ESPRESSIONI SOLERA CL.70 C/ASTUCCIO;8004009001367;5;GRAPPA;032;DISTILLATI;3,000;0;3,000;2021;60,79500;66,88500;40,52342
000000000241332;VINO CHIANTI CLASSICO 2017 FONTE ALLA SELVA DOCG CL.75 13.5°  BANFI;8015674030675;15;VINO ROSSO;009;VINI;51,000;2;49,000;2021;10,22500;11,25500;7,68200
000000000241335;CHAMPAGNE PERRIER JOUET BELLE EPOQUE CL.75 12.5°  C/ASTUCCIO;852832105220;00116;CHAMPAGNE;033;BOLLICINE;0,000;0;0,000;2021;137,24500;150,97500;91,49300
000000000241342;ARTIC TECHNO RED STRAWBERRY CL.70;8001110148509;7;VODKA;032;DISTILLATI;1,000;2;-1,000;2021;9,94500;10,93500;7,47000
000000000236623;BATIDA DE COCO LT.1 ///;4003310016354;13;LIQUORI;010;AMARI E LIQUORI;22,000;2;20,000;2021;11,70500;12,88500;8,80000
000000000236689;VINO SANGUE DI GIUDA CL.75;8013383000415;15;VINO ROSSO;009;VINI;98,000;2;96,000;2021;4,61500;5,08500;2,63400
000000000236739;VINO PRIMITIVO MANDURIA DOC 2017 CL.75 14,5° MACCHIA LIZZANO;8010159105572;15;VINO ROSSO;009;VINI;94,000;2;92,000;2021;5,02500;5,53500;3,77300
000000000236762;GRAPPA ORI CUVEE CL.70 GIORI;8001982010515;5;GRAPPA;032;DISTILLATI;20,000;2;18,000;2021;17,53500;19,29500;13,18000
000000000236770;GRAPPA RAMETZ CHARDONNAY CL.70;8016683013413;5;GRAPPA;032;DISTILLATI;9,000;2;7,000;2021;11,94500;13,14500;8,98000
000000000236770;GRAPPA RAMETZ CHARDONNAY CL.70;8016683013550;5;GRAPPA;032;DISTILLATI;9,000;2;7,000;2021;11,94500;13,14500;8,98000
000000000236780;CREOLA BELLINI LT.1;8007525121106;13;LIQUORI;010;AMARI E LIQUORI;6,000;2;4,000;2021;7,00500;7,71500;5,26000
000000000236905;BOLS CREME MINT VERDE CL.70 ///;8716000965417;13;LIQUORI;010;AMARI E LIQUORI;12,000;2;10,000;2021;10,44500;11,49500;6,96000
000000000236963;MARZADRO GRAPPA 18 LUNE CL.70;8004009005327;5;GRAPPA;032;DISTILLATI;34,000;2;32,000;2021;22,03500;24,24500;17,62300
000000000237093;CALVADOS MORIN CL.70;3255923030314;00112;ACQUAVITE;032;DISTILLATI;16,000;2;14,000;2021;13,77500;15,15500;10,35300
000000000237113;VODKA KEGLEVICH MELA VERDE LT.1;8000440112495;7;VODKA;032;DISTILLATI;6,000;2;4,000;2021;9,98500;10,98500;7,50000
000000000237120;MARTINI ROSATO LT.1 ///;3011932000843;3;APERITIVO ALCOLICO;013;APERITIVI;13,000;2;11,000;2021;6,96500;7,66500;5,23200
000000000237173;VODKA KEGLEVICH PESCA LT.1;000000000237173;7;VODKA;032;DISTILLATI;26,000;2;24,000;2021;8,88500;9,77500;7,10000
000000000237622;LIMONITO LT.1;8003760007565;13;LIQUORI;010;AMARI E LIQUORI;7,000;2;5,000;2021;9,98500;10,98500;7,50000
000000000237624;WHISKY CHIVAS BROTHER 21 y CL.70;500299211243;9;WHISKY;032;DISTILLATI;1,000;0;1,000;2021;120,00500;132,00500;80,00000
000000000237706;BOLS CREME DE BANANES CL.70 XXX ///;8716000965004;13;LIQUORI;010;AMARI E LIQUORI;9,000;2;7,000;2021;9,68500;10,65500;6,45000
000000000237894;VINO MONTEFALCO ROSSO 2017 CL.75 14° NAPOLINI;8024767100010;15;VINO ROSSO;009;VINI;12,000;2;10,000;2021;7,00500;7,71500;3,50000
000000000237897;VINO RAVELLO BIANCO 2020 CL.75 13,5° MARISA CUOMO;8033829280515;14;VINO BIANCO;009;VINI;4,000;2;2,000;2021;13,30500;14,64500;10,00000
000000000237899;VINO ANARCHIA COSTITUZIONALE CL.75 VIGNETI MASSA;8018917000145;14;VINO BIANCO;009;VINI;24,000;2;22,000;2021;11,84500;13,03500;8,90000
000000000238040;TEQUILA JOSE CUERVO BLANCO ESPECIAL SILVER LT.1;7501035042315;6;TEQUILA;032;DISTILLATI;96,000;2;94,000;2021;14,89500;16,39500;11,19200
000000000238088;VINO MONTEP. D'ABR.MARINA CVETIC 2017 CL.75 MASCIARELLI;8033140750506;15;VINO ROSSO;009;VINI;49,000;2;47,000;2021;18,32500;20,16500;13,77500
000000000238494;VINO GRECO DI TUFO 2020 DOC CL.75 12,5° MASTROBERARDINO 1878 ///;8017015104120;14;VINO BIANCO;009;VINI;33,000;2;31,000;2021;9,44500;10,39500;7,10000
000000000238494;VINO GRECO DI TUFO 2020 DOC CL.75 12,5° MASTROBERARDINO 1878 ///;8017015104137;14;VINO BIANCO;009;VINI;33,000;2;31,000;2021;9,44500;10,39500;7,10000
000000000238553;FABBRI TOPPING CIOCCOLATO GR.950 ///;80021674;00121;TOPPING;011;SCIROPPI/TOPPING;15,000;2;13,000;2021;7,84500;8,62500;5,22000
000000000238555;FABBRI TOPPING FRUTTI DI BOSCO GR.950;80021759;00121;TOPPING;011;SCIROPPI/TOPPING;5,000;2;3,000;2021;10,15500;11,17500;6,76700
000000000238558;FABBRI TOPPING FRAGOLA GR.950 ///;80021711;00121;TOPPING;011;SCIROPPI/TOPPING;8,000;2;6,000;2021;7,84500;8,62500;5,22000
000000000238771;CAFFE' SPORTINO CL.5;8004400073338;13;LIQUORI;010;AMARI E LIQUORI;250,000;2;248,000;2021;1,00500;1,11500;0,75000
000000000235730;LIQUORE PIMM'S CL. 70 ///;2010262070098;13;LIQUORI;010;AMARI E LIQUORI;0,000;2;-2,000;2021;11,17500;12,29500;8,40000
000000000235968;CHAMPAGNE MOET & CHANDON RIS. IMPERIALE CL. 75 (BLU) 12° C/ASTUCCIO XXXX ///;3185370010150;00116;CHAMPAGNE;033;BOLLICINE;15,000;0;15,000;2021;33,45500;36,80500;28,45000
000000000236070;BOLS TRIPLE SEC CL. 70 ///;8716000965066;13;LIQUORI;010;AMARI E LIQUORI;71,000;2;69,000;2021;10,28500;11,31500;6,85000
000000000236334;VINO COLLI MACERATESI ROSSO VARDO' DOC 2017 CL.75 15° FONTEZOPPA;8033355930045;15;VINO ROSSO;009;VINI;12,000;2;10,000;2021;11,06500;12,17500;8,31300
000000000236344;VINO CANNONAU IL NURAGHE 2013 CL.75 CANT. DI MOGORO;8003908030454;15;VINO ROSSO;009;VINI;16,000;2;14,000;2021;4,76500;6,32500;3,58000
000000000236405;VODKA ARTIC MELA VERDE LT.1 XXXX///;8001110131815;7;VODKA;032;DISTILLATI;0,000;2;-2,000;2021;9,06500;9,97500;6,80900
000000000236420;ANISETTA BELLINI CL.70;8007525101900;13;LIQUORI;010;AMARI E LIQUORI;0,000;2;-2,000;2021;4,30500;4,74500;3,23300
000000000236426;VINO RIBONA ALTABELLA DOC 2019 CL.75 13,5° FONTEZOPPA;8033355930212;14;VINO BIANCO;009;VINI;23,000;2;21,000;2021;13,27500;14,60500;9,97500
000000000236461;VINO GEWURZTRAMINER DOC CL 75 ABBAZIA DI NOVACELLA;8025300003003;14;VINO BIANCO;009;VINI;11,000;2;9,000;2021;11,97500;13,17500;9,00000
000000000236683;WHISKY JIM BEAM  LT.1 ///;8068600120;9;WHISKY;032;DISTILLATI;16,000;2;14,000;2021;15,15500;16,67500;11,39200
000000000236739;VINO PRIMITIVO MANDURIA DOC 2017 CL.75 14,5° MACCHIA LIZZANO;8010159111702;15;VINO ROSSO;009;VINI;94,000;2;92,000;2021;5,02500;5,53500;3,77300
000000000236763;GRAPPA VITIS CL.70;8016683013055;5;GRAPPA;032;DISTILLATI;50,000;2;48,000;2021;12,39500;13,64500;7,07900
000000000236764;GRAPPA VITIS AMBRATA CL.70;8016683013079;5;GRAPPA;032;DISTILLATI;68,000;2;66,000;2021;13,15500;14,47500;7,51300
000000000236772;GRAPPA RAMETZ PINOT CL.70;8016683013420;5;GRAPPA;032;DISTILLATI;7,000;2;5,000;2021;10,99500;12,10500;8,26000
000000000236777;ALCHERMES BELLINI LT.1;8007525114504;13;LIQUORI;010;AMARI E LIQUORI;-2,000;2;-4,000;2021;5,10500;5,62500;3,83600
000000000237747;GIN BOSFORD LT.1 ///;8000570000419;11;GIN;032;DISTILLATI;39,000;2;37,000;2021;10,66500;11,73500;7,10500
000000000238028;BELLAVISTA ALMA CUVEE FRANCIACORTA BRUT C/ASTUCCIO 12.5° CL.75 ///;;00119;FRANCIACORTA;033;BOLLICINE;26,000;0;26,000;2021;26,00500;28,61500;19,55200
000000000238028;BELLAVISTA ALMA CUVEE FRANCIACORTA BRUT C/ASTUCCIO 12.5° CL.75 ///;8032685711089;00119;FRANCIACORTA;033;BOLLICINE;26,000;0;26,000;2021;26,00500;28,61500;19,55200
000000000238089;CHAMPAGNE MUMM GRAN CORDON CL.75 XXX;3043700123812;00116;CHAMPAGNE;033;BOLLICINE;-42,000;0;-42,000;2021;29,63500;32,60500;24,63000
000000000238089;CHAMPAGNE MUMM GRAN CORDON CL.75 XXX;3043700983812;00116;CHAMPAGNE;033;BOLLICINE;-42,000;0;-42,000;2021;29,63500;32,60500;24,63000
000000000238359;BIRRA DESPERADOS CL.33;3155930006015;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;48,000;2;46,000;2021;1,12500;1,24500;0,84300
000000000238456;VINO PASSERINA ADAMANTEA CL.75 TENUTA COCCI GRIFONI;8010109800373;14;VINO BIANCO;009;VINI;1,000;2;-1,000;2021;4,60500;5,07500;3,46000
000000000238467;AMARO DEL CAPO LT.1 ///;8004499100014;10;AMARO;010;AMARI E LIQUORI;112,000;2;110,000;2021;15,76500;17,34500;12,60500
000000000238493;VINO FALANGHINA 2020 DOC CL.75 12,5° MASTROBERARDINO 1878 ///;8017015714107;14;VINO BIANCO;009;VINI;27,000;2;25,000;2021;7,45500;8,20500;5,60000
000000000238547;VINO FIANO DI AVELLINO 2020 DOCG CL.75 MASTROBERARDINO ///;8017015004154;14;VINO BIANCO;009;VINI;12,000;2;10,000;2021;9,44500;10,39500;7,10000
000000000238557;FABBRI TOPPING NOCC.CIOCC. GR.800 ///;80021810;00121;TOPPING;011;SCIROPPI/TOPPING;1,000;2;-1,000;2021;10,15500;11,17500;6,76700
000000000238839;VINO ROSSO DI MONTEPULCIANO CL.75 ICARIO 2010;8032872783073;15;VINO ROSSO;009;VINI;1,000;2;-1,000;2021;4,97500;5,47500;3,74000
000000000238840;DIMONIOS RISERVA 2009 CANNONAU DI SARDEGNA DOC CL.75 13,5°;8006725101567;15;VINO ROSSO;009;VINI;0,000;2;-2,000;2021;7,41500;8,16500;5,57000
000000000239026;VINO BAIE DI PALMAS 2009 CL.75 CARIGNANO;8015647750128;15;VINO ROSSO;009;VINI;4,000;2;2,000;2021;6,38500;7,02500;4,80000
000000000239048;MARZADRO GRAPPA LA TRENTINA TRADIZIONALE BIANCA CL.70;8004009000308;5;GRAPPA;032;DISTILLATI;20,000;2;18,000;2021;17,30500;19,04500;13,00500
000000000239053;CHAMPAGNE RUINART BLANC DE BLANCS CL.75 12.5° XXX;3185370303405;00116;CHAMPAGNE;033;BOLLICINE;16,000;0;16,000;2021;60,66500;66,73500;50,66000
000000000239061;VINO PECORINO SPUMANTIZZATO MERLETTAIE BRUT CL.75 CIU CIU;8029439000186;00120;VINO SPUMANTIZZATO;009;VINI;33,000;2;31,000;2021;6,78500;7,46500;5,10000
000000000239062;VINO PASSERINA SPUMANTIZZATA BRUT ALTAMAREA  CL.75 CIU CIU;8029439000230;00120;VINO SPUMANTIZZATO;009;VINI;40,000;2;38,000;2021;5,65500;6,22500;4,25000
000000000239250;CHAMPAGNE PERRIER JOUET BLASON ROSE' CL.75 C/ASTUCCIO;3113880115317;00116;CHAMPAGNE;033;BOLLICINE;12,000;0;12,000;2021;52,90500;58,20500;47,90000
000000000239253;BORSCI S.MARZANO CL.100 ///;8003835000025;13;LIQUORI;010;AMARI E LIQUORI;19,000;2;17,000;2021;23,12500;25,44500;17,38300
000000000239373;MARZADRO LIQUORE PELLEROSSA CL.70;8004009009882;13;LIQUORI;010;AMARI E LIQUORI;2,000;2;0,000;2021;23,61500;25,98500;15,74000
000000000239449;SAMBUCA BORGHETTI ORO LT.1 ///;8004400070399;13;LIQUORI;010;AMARI E LIQUORI;0,000;2;-2,000;2021;11,19500;12,32500;8,41500
000000000239481;XENTA ABSENTA CL.70 ///;8034141060212;13;LIQUORI;010;AMARI E LIQUORI;14,000;2;12,000;2021;22,77500;25,05500;17,11700
000000000239528;RHUM SAINT JAMES ROYAL AMBRE CL.70;3147699101032;8;RUM;032;DISTILLATI;9,000;2;7,000;2021;11,97500;13,17500;9,00000
000000000239554;VINO MONTEPULCIANO D'ABRUZZO TESTA ROSSA CL.75 15° PASETTI;8051084760078;15;VINO ROSSO;009;VINI;34,000;2;32,000;2021;13,68500;15,05500;10,28500
000000000239611;BIRRA ROCHEFORT 8   CL.33;5412858000081;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;16,000;2;14,000;2021;2,90500;3,20500;1,93200
000000000239671;ISOLABELLA PASSION FRUIT MIX & CO. CL.70;8003760136103;13;LIQUORI;010;AMARI E LIQUORI;1,000;2;-1,000;2021;8,21500;9,04500;5,47167
000000000239680;MARZADRO GRAPPA TRENTINA 43° CL.70;8004009009578;5;GRAPPA;032;DISTILLATI;2,000;2;0,000;2021;19,76500;21,74500;14,85600
000000000239697;MARZADRO BOMBARDINO CL.100;8004009009462;13;LIQUORI;010;AMARI E LIQUORI;23,000;2;21,000;2021;14,11500;15,53500;10,61000
000000000239743;RUM SANTA TERESA ANEJO GRAN RESERVE LT.1;02422330105;8;RUM;032;DISTILLATI;7,000;2;5,000;2021;21,24500;23,37500;15,97000
000000000239757;CACHACA 51 CL.100;7896002108133;00113;MEZCAL/PISCO/CACHACA;032;DISTILLATI;24,000;2;22,000;2021;12,27500;13,50500;9,22500
000000000239774;AMARO TONICO DIGESTIVE VARNELLI ERBORISTA CL.50;8006525000060;10;AMARO;010;AMARI E LIQUORI;16,000;2;14,000;2021;14,18500;15,60500;10,66200
000000000239944;VINO FALERIO DOC 2017 CL.75 13° CHERRI;8050450850184;14;VINO BIANCO;009;VINI;2,000;2;0,000;2021;4,15500;4,57500;3,12300
000000000239945;VINO ROSSO PICENO SUP.  2019 CL.75 14° CHERRI;8050450850276;15;VINO ROSSO;009;VINI;63,000;2;61,000;2021;5,51500;6,07500;4,14200
000000000239963;WHISKY LAGAVULIN 12YSR CL.70 56,5° NATURAL CASK SPECIAL RELEASE 2019;5000281033846;9;WHISKY;032;DISTILLATI;4,000;0;4,000;2021;114,00500;125,41500;76,00000
000000000239963;WHISKY LAGAVULIN 12YSR CL.70 56,5° NATURAL CASK SPECIAL RELEASE 2019;5000281059082;9;WHISKY;032;DISTILLATI;4,000;0;4,000;2021;114,00500;125,41500;76,00000
000000000240052;MARZADRO GRAPPA CHARDONNAY CL.70 GIARE;8004009000070;5;GRAPPA;032;DISTILLATI;8,000;0;8,000;2021;36,73500;40,41500;24,48700
000000000238560;FABBRI TOPPING NOCCIOLA GR.950 ///;80596226;00121;TOPPING;011;SCIROPPI/TOPPING;14,000;2;12,000;2021;7,84500;8,62500;5,22000
000000000238620;PORTO SANDEMAN WHITE CL.75;5601083641101;13;LIQUORI;010;AMARI E LIQUORI;8,000;2;6,000;2021;7,98500;8,78500;6,00000
000000000238634;FABBRI CREMA FREDDA CAFFE' GR.750;8001780200248;00121;TOPPING;011;SCIROPPI/TOPPING;18,000;2;16,000;2021;11,77500;12,95500;7,84900
000000000238800;MARZADRO GRAPPA DI AMARONE CL.70 GIARE;8004009000094;5;GRAPPA;032;DISTILLATI;3,000;0;3,000;2021;36,31500;39,95500;24,20500
000000000238805;CHAMPAGNE VEUVE CLICQUOT MAGNUM CL.150 XXXX ///;3049614006616;00116;CHAMPAGNE;033;BOLLICINE;4,000;0;4,000;2021;101,50500;111,66500;72,50000
000000000239064;MARZADRO GRAPPA GEWURZTRAMINER CL.70 + 2 BICCH.CASS.LEGNO GIARE;8004009000148;5;GRAPPA;032;DISTILLATI;0,000;0;0,000;2021;53,07500;58,38500;35,38000
000000000239068;MARZADRO CAMILLA CL.70;8004009000742;5;GRAPPA;032;DISTILLATI;3,000;2;1,000;2021;21,65500;23,82500;16,28100
000000000239076;VINO BRUNELLO MONTALCINO CL.75 TENUTA IL GREPPO 2013 13,5° -BIONDI SANTI-;8024761000545;15;VINO ROSSO;009;VINI;2,000;0;2,000;2021;149,00500;163,91500;85,00000
000000000239084;BELLAVISTA CUVEE FRANCIACORTA BRUT CL.150 12.5° MAGNUM ///;8032685710037;00119;FRANCIACORTA;033;BOLLICINE;15,000;0;15,000;2021;53,30500;58,64500;38,07000
000000000239245;VINO PIAN DELLE VIGNE 2015 CL.75  BRUNELLO DI MONTALCINO ANTINORI;8001935000280;15;VINO ROSSO;009;VINI;9,000;0;9,000;2021;40,88500;44,97500;29,20000
000000000239246;VINO CERVARO DELLA SALA CL.75  13.5° 2017 UMBRIA IGT ANTINORI ///;8001935166009;14;VINO BIANCO;009;VINI;1,000;0;1,000;2021;39,20500;43,13500;28,00000
000000000239411;PROSECCO RUGGERI GIALL'ORO 11° D.O.C.G. CL.75;8010391001151;00118;PROSECCO/SPUMANTE;033;BOLLICINE;37,000;2;35,000;2021;7,78500;8,56500;5,85000
000000000239447;VINO ROSSO PICENO DOP BACCHUS 2020 CL.75 13.5° CIU CIU;8029439000162;15;VINO ROSSO;009;VINI;66,000;2;64,000;2021;3,92500;4,32500;2,95000
000000000239454;VINO FALERIO DOC ORIS 2020 CL.75 CIU CIU;8029439000155;14;VINO BIANCO;009;VINI;22,000;2;20,000;2021;3,33500;3,67500;2,50000
000000000239560;BIRRA BRUGSE ZOT DUBBEL CL.33;5425017240075;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;12,000;2;10,000;2021;2,24500;2,46500;1,49250
000000000239563;GRAPPA POLI SARPA ORO BARRIQUE CL.70;8014115000505;5;GRAPPA;032;DISTILLATI;13,000;2;11,000;2021;19,15500;21,07500;14,40000
000000000239612;BIRRA ROCHEFORT 10   CL.33;5412858000104;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;36,000;2;34,000;2021;3,79500;4,18500;2,52700
000000000239678;TRIPLE SEC ISOLABELLA LT.1;8001110132904;13;LIQUORI;010;AMARI E LIQUORI;10,000;2;8,000;2021;16,76500;18,43500;11,17000
000000000239687;VINO PECORINO DOCG KIARA 2019 CL.75  14°  SANGIOVANNI;80514113200012;14;VINO BIANCO;009;VINI;40,000;2;38,000;2021;5,53500;6,09500;4,16000
000000000239687;VINO PECORINO DOCG KIARA 2019 CL.75  14°  SANGIOVANNI;8051411320012;14;VINO BIANCO;009;VINI;40,000;2;38,000;2021;5,53500;6,09500;4,16000
000000000239743;RUM SANTA TERESA ANEJO GRAN RESERVE LT.1;7591156404918;8;RUM;032;DISTILLATI;7,000;2;5,000;2021;21,24500;23,37500;15,97000
000000000239774;AMARO TONICO DIGESTIVE VARNELLI ERBORISTA CL.50;80797630;10;AMARO;010;AMARI E LIQUORI;16,000;2;14,000;2021;14,18500;15,60500;10,66200
000000000239813;VINO MOSCATO D'ASTI DOCG BIANCOSPINO CL.75 4,5° LA SPINETTA ///;8022252211227;00118;PROSECCO/SPUMANTE;033;BOLLICINE;66,000;2;64,000;2021;8,31500;9,15500;6,25000
000000000239963;WHISKY LAGAVULIN 12YSR CL.70 56,5° NATURAL CASK SPECIAL RELEASE 2019;5000281031774;9;WHISKY;032;DISTILLATI;4,000;0;4,000;2021;114,00500;125,41500;76,00000
000000000239963;WHISKY LAGAVULIN 12YSR CL.70 56,5° NATURAL CASK SPECIAL RELEASE 2019;5000281046020;9;WHISKY;032;DISTILLATI;4,000;0;4,000;2021;114,00500;125,41500;76,00000
000000000009704;WHISKY JACK DANIEL'S SINGLE BARREL CL.70///;5099873088654;9;WHISKY;032;DISTILLATI;3,000;2;1,000;2021;35,98500;39,58500;27,05000
000000000009711;MALIBU' LT.1 ///;089540448978;8;RUM;032;DISTILLATI;14,000;2;12,000;2021;14,57500;16,03500;9,71000
000000000032903;RUM S.TERESA SELECTO CL.70;2422330015;8;RUM;032;DISTILLATI;15,000;2;13,000;2021;22,22500;24,44500;16,70000
000000000032904;RUM 1796 S.TERESA CL.70;0024223000319;8;RUM;032;DISTILLATI;14,000;2;12,000;2021;31,89500;35,09500;25,51000
000000000032904;RUM 1796 S.TERESA CL.70;024223000319;8;RUM;032;DISTILLATI;14,000;2;12,000;2021;31,89500;35,09500;25,51000
000000000032915;LA FEE ABSINTHE CL.70;50033566034009;13;LIQUORI;010;AMARI E LIQUORI;4,000;2;2,000;2021;38,54500;42,40500;28,98000
000000000032915;LA FEE ABSINTHE CL.70;5033566034009;13;LIQUORI;010;AMARI E LIQUORI;4,000;2;2,000;2021;38,54500;42,40500;28,98000
000000000033182;VODKA WIBOROWA CL.100 ///;5900685005268;7;VODKA;032;DISTILLATI;360,000;2;358,000;2021;11,48500;12,63500;7,65300
000000000033231;CAMPARI X 100 VAP  XXX///;000000000033231;3;APERITIVO ALCOLICO;013;APERITIVI;381,000;2;379,000;2021;64,90500;71,40500;60,87000
000000000033467;GRAPPA PO' POLI MOSCATO CL.70;8014115000529;5;GRAPPA;032;DISTILLATI;34,000;2;32,000;2021;19,14500;21,06500;14,39200
000000000033473;VINO AMARONE SPERI 2016 CL.75;8024194023906;15;VINO ROSSO;009;VINI;19,000;0;19,000;2021;41,44500;45,59500;29,60000
000000000233697;RUM ZACAPA 23Y  CL.70 ///;7401005004506;8;RUM;032;DISTILLATI;54,000;2;52,000;2021;48,56500;53,42400;36,51000
000000000233831;VINO FALERIO DOC CL.75 13° SALADINI PILASTRI;8018372902022;14;VINO BIANCO;009;VINI;680,000;2;678,000;2021;3,26500;3,59500;2,45000
000000000233907;RUM BARBANCOURT 5 STELLE 8Y CL.70 HAITI;089016005827;8;RUM;032;DISTILLATI;6,000;2;4,000;2021;28,70500;31,58500;19,13000
000000000233908;RUM BARBANCOURT 15Y CL.70;081440872310;8;RUM;032;DISTILLATI;20,000;2;18,000;2021;50,68500;55,75500;38,10000
000000000233908;RUM BARBANCOURT 15Y CL.70;089016005810;8;RUM;032;DISTILLATI;10,000;2;8,000;2021;50,68500;55,75500;38,10000
000000000233972;VODKA GREY GOOSE CL. 70 ///;3259680007497;7;VODKA;032;DISTILLATI;87,000;2;85,000;2021;30,63500;33,70500;24,50400
000000000234343;FRANGELICO CL.70 ///;8004160664500;13;LIQUORI;010;AMARI E LIQUORI;9,000;2;7,000;2021;10,72500;11,80500;8,05700
000000000234404;RUM HAVANA CLUB 3Y LT. 1 ///;8501110080255;8;RUM;032;DISTILLATI;410,000;2;408,000;2021;14,58500;16,04500;10,96000
000000000234569;VODKA KEGLEVICH BIANCA LT.1;8000440112372;7;VODKA;032;DISTILLATI;21,000;2;19,000;2021;8,50500;9,36500;6,80000
000000000234582;VINO RISERVA TREBBIANO D'ABR.MARINA CVETIC 2018 DOC CL.75 14° MASCIARELLI;8033140750568;14;VINO BIANCO;009;VINI;21,000;2;19,000;2021;22,86500;25,15500;17,18400
000000000234629;VODKA FINLANDIA LT. 1 ///;6412700021027;7;VODKA;032;DISTILLATI;17,000;2;15,000;2021;16,45500;18,10500;12,36900
000000000234718;BOLS BROWN CACAO CL. 70 ///;8716000964984;13;LIQUORI;010;AMARI E LIQUORI;15,000;2;13,000;2021;10,44500;11,49500;6,96000
000000000234761;RUM HAVANA CLUB ESPECIAL LT. 1 ///;8501110080903;8;RUM;032;DISTILLATI;60,000;2;58,000;2021;17,04500;18,75500;12,81000
000000000235055;VODKA TOVARITCH LT. 1 ///;7640143460014;7;VODKA;032;DISTILLATI;21,000;2;19,000;2021;14,94500;16,43500;11,23000
000000000235222;VINO ROSSO PICENO DOC CL.75 SUPERIORE SALADINI;8018372903029;15;VINO ROSSO;009;VINI;116,000;2;114,000;2021;3,86500;4,25500;2,90000
000000000235730;LIQUORE PIMM'S CL. 70 ///;5010262070098;13;LIQUORI;010;AMARI E LIQUORI;0,000;2;-2,000;2021;11,17500;12,29500;8,40000
000000000235731;VODKA SMIRNOFF BLACK CL. 70;5410316265164;7;VODKA;032;DISTILLATI;6,000;2;4,000;2021;21,65500;23,82500;16,28000
000000000235736;CHAMBORD CL. 70 16,5° C/ASTUCCIO;8004027034491;10;AMARO;010;AMARI E LIQUORI;4,000;2;2,000;2021;35,71500;39,29500;26,85000
000000000240212;VINO CERASUOLO D'ABR. DOC 2018 DOC.VILLA GEMMA CL.75 14,5° MASCIARELLI;8033140750339;97;VINO ROSATO;009;VINI;10,000;2;8,000;2021;9,71500;10,69500;7,30000
000000000240268;GIN BANKES/BICKENS LT.1///;8000040520010;11;GIN;032;DISTILLATI;88,000;2;86,000;2021;11,86500;13,05500;8,92000
000000000240289;VODKA KEGLEVICH PESCA CL.70;8000440112389;7;VODKA;032;DISTILLATI;9,000;2;7,000;2021;6,69500;7,37500;5,35000
000000000240478;RUM BRUGAL BLANCO ESPECIAL EXTRA DRY LT.1///;7460855253342;8;RUM;032;DISTILLATI;-4,000;2;-6,000;2021;11,92500;13,12500;8,96000
000000000240487;TEQUILA ESPOLON BLANCO CL.70///;8000040510028;6;TEQUILA;032;DISTILLATI;58,000;2;56,000;2021;16,75500;18,43500;12,59200
000000000240589;WILD TURKEY 101 PROOF CL.70///;8000040500036;9;WHISKY;032;DISTILLATI;7,000;2;5,000;2021;25,70500;28,28500;17,13500
000000000240633;BIRRA TENNENT'S EXTRA CL. 33 ///;05391516931885;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;336,000;2;334,000;2021;1,56500;1,72500;1,17100
000000000240699;WHISKY JACK DANIEL'S CL.70 ///;5099873089798;9;WHISKY;032;DISTILLATI;1,000;2;-1,000;2021;17,82500;19,61500;13,40000
000000000240708;CHAMPAGNE RUINART BLANC DE BLANCS CL.150 12.5°;3185370303436;00116;CHAMPAGNE;033;BOLLICINE;6,000;2;4,000;2021;161,64500;177,81500;115,46000
000000000240753;WHISKY MACALLAN SIENNA CL.70;5010314101206;9;WHISKY;032;DISTILLATI;1,000;2;-1,000;2021;77,51500;85,27500;51,67000
000000000240957;WHISKY JOHNNIE WALKER GOLD LABEL RESERVE CL.70 C/ASTUCCIO(DIAGEO);5000267117560;9;WHISKY;032;DISTILLATI;8,000;0;8,000;2021;39,51500;43,47500;29,71000
000000000240958;WHISKY TALISKER PORT RUIGHE CL.70 C/ASTUCCIO(DIAGEO);5000281033143;9;WHISKY;032;DISTILLATI;2,000;0;2,000;2021;68,84500;75,72500;45,89000
000000000241010;VINO BRACHETTO D'ACQUI NIADES CL.75 CASCINA GARITINA;8032601650072;15;VINO ROSSO;009;VINI;1,000;2;-1,000;2021;6,98500;7,68500;5,25000
000000000241195;BIRRA LA TRAPPE WITTE CL.33;8711406985489;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;24,000;2;22,000;2021;1,53500;1,69500;1,02000
000000000241208;VODKA SKYY PEACH CL.70///;8000040801089;7;VODKA;032;DISTILLATI;0,000;2;-2,000;2021;10,46500;11,51500;8,36500
000000000241271;VINO ROSSO PICENO GYO 2018 DOP CL.75 13° SANGIOVANNI;8051411320098;15;VINO ROSSO;009;VINI;2,000;2;0,000;2021;5,12500;5,64500;2,92500
